step,episode,buffer_size,total_time,total_steps,ep_reward,ep_steps,ep_count,packages_lost,speed_mean,speed_max,BestLap,ep_bestLapTime,terminated,update_model_perf_mean,update_model_perf_max,update_model_perf_std,step_perf_mean,step_perf_max,step_perf_std,step_perf_q99,step_perf_> thres,action_perf_mean,action_perf_max,action_perf_std,actor_loss,critic_loss,critic1_quantile_loss,critic2_quantile_loss,alpha,alpha_loss,entropy,entropy_mean,q_pi_mean,algo
10516,43,231559,554.610267162323,10645,57.68197029500266,237,43,0,27.256509759539508,46.25947570800781,0.0,,,0.0123356860169519,0.0240741999999727,0.0016141188922996,0.0400142665254232,0.0414648000000852,0.0006760341849845,0.0411641150000093,6,0.0052369618644075,0.0101164000000153,0.0007594884229275,,,,,,,,,,SAC
10616,44,231659,560.0325438976288,10748,9.641069135046717,101,44,0,10.53881648328561,19.996871948242188,0.0,,,0.0126113950000024,0.0263969000000088,0.0021522435670944,0.0400219589999949,0.0412870000000111,0.0007261248270224,0.0411601810000274,4,0.0053485249999994,0.0113010999999687,0.0010043529282444,,,,,,,,,,SAC
10944,45,231987,574.6199791431427,11079,74.69142708381503,329,45,0,26.08302978782612,45.53202819824219,0.0,,,0.0124588460365855,0.027654200000029,0.0016257778938394,0.0400144121951221,0.0418680999999878,0.0007248982107529,0.0410967199999868,10,0.004843030182928,0.0107801000000335,0.0015255476153392,,,,,,,,,,SAC
11440,46,232483,595.9379994869232,11578,159.17387755911466,497,46,0,34.06940140353513,51.1993408203125,0.0,,,0.0122218411290283,0.0280796000000691,0.0011889999752469,0.0400092802419364,0.0412155999999868,0.0006977161920194,0.0410364600000264,11,0.0053340941532241,0.0098435999999537,0.0004548965480377,-41.22517013549805,,,,0.0776283666491508,,-1.3140113353729248,,,SAC
11601,47,232644,603.816855430603,11742,21.707651467118847,162,47,0,15.168802791554624,31.53299903869629,0.0,,,0.0119529534161475,0.0137665999999399,0.0006120067978585,0.0400147217391327,0.0411044999999603,0.0006760213584641,0.0410295399999768,3,0.0052310677018659,0.0079500000000507,0.0004765826895236,,,,,,,,,,SAC
12085,48,233128,624.6587655544281,12229,181.36978788833767,485,48,0,39.39757152732472,59.14767074584961,0.0,,,0.0118561522727265,0.0198361000000204,0.0007832061290067,0.0400111578512356,0.0416027999999641,0.0006612638282665,0.0411823939999419,18,0.0055539192148762,0.0074165000000903,0.0003728642742458,,,,,,,,,,SAC
12353,49,233396,636.8326325416565,12500,67.50832503951474,269,49,0,29.243576009316826,49.512149810791016,0.0,,,0.0118297119402994,0.0183595000000877,0.0007078330164635,0.0400101421641789,0.041120200000023,0.0005625468023459,0.0410205879999705,3,0.0054809574626856,0.007368999999926,0.0003677715471213,,,,,,,,,,SAC
12506,50,233549,644.3764102458954,12656,21.41495595811788,154,50,0,16.86209621717821,30.61939239501953,0.0,,,0.0118122006535911,0.0249934000000848,0.0024806768077503,0.0400182026143762,0.0412940999999591,0.0006219302885224,0.0410432440000067,4,0.0041051967320335,0.010929800000099,0.002120595842726,,,,,,,,,,SAC
12861,51,233904,660.0471024513245,13014,97.31873896245874,356,51,0,31.08019574471158,46.95032501220703,0.0,,,0.0119016566197186,0.023812600000042,0.0012704839650685,0.0400115695774624,0.041483400000061,0.0006373380989899,0.0410984980000148,13,0.0054490777464787,0.0108821000000034,0.000594321241429,,,,,,,,,,SAC
13379,52,234422,682.2573328018188,13535,174.31357192383268,519,52,0,40.64176715612286,58.041282653808594,0.0,,,0.0115442959459469,0.0190787999999884,0.000905244654893,0.04000963976834,0.0414755000000468,0.0006335365491528,0.0410866800000394,14,0.0055528196911183,0.0073860999999624,0.0003660745374763,,,,,,,,,,SAC
